epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,2264,1.08307,0.5403,1.11575,0.95571,0.90341,0.93224,0.6445,1.15777,0.49676,1.22959,0.0011486,0.0011486,0.0011486
88,2289.17,1.07919,0.52438,1.09658,0.94906,0.9079,0.9333,0.64814,1.13441,0.50188,1.21292,0.0011387,0.0011387,0.0011387
89,2314.3,1.06571,0.52632,1.11403,0.94796,0.9126,0.93401,0.65251,1.10782,0.49048,1.21031,0.0011288,0.0011288,0.0011288
90,2339.44,1.0722,0.52807,1.1113,0.9538,0.90686,0.93965,0.658,1.12631,0.46848,1.20688,0.0011189,0.0011189,0.0011189
91,2364.58,1.03657,0.51655,1.09269,0.96395,0.90048,0.93586,0.64942,1.12099,0.49819,1.20024,0.001109,0.001109,0.001109
92,2389.75,1.05815,0.51801,1.10062,0.95405,0.91489,0.92866,0.64749,1.11015,0.4815,1.19511,0.0010991,0.0010991,0.0010991
93,2414.89,1.04072,0.51578,1.09435,0.94338,0.91558,0.92717,0.64738,1.1025,0.48261,1.19941,0.0010892,0.0010892,0.0010892
94,2440.01,1.03685,0.51414,1.0976,0.94952,0.90323,0.93379,0.64872,1.11891,0.50142,1.21541,0.0010793,0.0010793,0.0010793
95,2465.23,1.04253,0.51179,1.08779,0.96156,0.90987,0.93556,0.65346,1.11768,0.46857,1.20767,0.0010694,0.0010694,0.0010694
96,2490.44,1.01631,0.50657,1.08038,0.96335,0.9094,0.93426,0.65263,1.10605,0.47687,1.20083,0.0010595,0.0010595,0.0010595
97,2515.54,1.03302,0.51329,1.08623,0.95464,0.90997,0.93649,0.6574,1.0894,0.47111,1.18364,0.0010496,0.0010496,0.0010496
98,2540.65,1.0337,0.50631,1.08037,0.97617,0.89705,0.93991,0.6683,1.07365,0.46665,1.18336,0.0010397,0.0010397,0.0010397
99,2565.79,1.00472,0.50038,1.07008,0.94833,0.91627,0.9387,0.66808,1.08315,0.46864,1.19482,0.0010298,0.0010298,0.0010298
100,2590.99,0.98469,0.49024,1.06143,0.95565,0.91698,0.93578,0.66818,1.07557,0.46294,1.18369,0.0010199,0.0010199,0.0010199
101,2616.23,1.00882,0.49707,1.06849,0.96137,0.90535,0.93792,0.6642,1.07822,0.46922,1.18212,0.00101,0.00101,0.00101
102,2641.32,0.99092,0.49679,1.06864,0.96284,0.9046,0.93574,0.65749,1.07625,0.4613,1.18843,0.0010001,0.0010001,0.0010001
103,2666.44,0.998,0.49446,1.07048,0.95842,0.91352,0.93226,0.65913,1.08387,0.45956,1.19449,0.0009902,0.0009902,0.0009902
104,2691.54,0.99056,0.49709,1.06628,0.95493,0.91625,0.93637,0.66899,1.05949,0.45605,1.17782,0.0009803,0.0009803,0.0009803
105,2716.73,0.99413,0.48602,1.06765,0.96583,0.90872,0.93982,0.67788,1.04634,0.44884,1.17059,0.0009704,0.0009704,0.0009704
106,2741.92,0.9698,0.48196,1.04926,0.95878,0.91004,0.93441,0.66711,1.0616,0.47267,1.17764,0.0009605,0.0009605,0.0009605
107,2767.11,0.96912,0.48557,1.05821,0.95058,0.92038,0.938,0.67222,1.03396,0.44366,1.16585,0.0009506,0.0009506,0.0009506
108,2792.31,0.97291,0.47976,1.05124,0.96333,0.90144,0.93856,0.68221,1.03497,0.46188,1.16528,0.0009407,0.0009407,0.0009407
109,2817.48,0.97548,0.47541,1.05699,0.96746,0.90872,0.94214,0.68977,1.02095,0.43335,1.16088,0.0009308,0.0009308,0.0009308
110,2842.74,0.95721,0.47868,1.04063,0.96318,0.91568,0.94058,0.68885,1.01919,0.43846,1.16209,0.0009209,0.0009209,0.0009209
111,2867.92,0.93634,0.46369,1.03212,0.96455,0.90734,0.93516,0.68135,1.01283,0.44521,1.15802,0.000911,0.000911,0.000911
112,2893.14,0.93828,0.46714,1.03261,0.96836,0.90331,0.9374,0.67468,1.03713,0.44817,1.17237,0.0009011,0.0009011,0.0009011
113,2918.23,0.94476,0.4786,1.0415,0.97763,0.89842,0.93973,0.68426,1.00431,0.43537,1.14652,0.0008912,0.0008912,0.0008912
114,2943.41,0.94839,0.47691,1.03601,0.97119,0.90803,0.93605,0.68149,0.99833,0.43101,1.13945,0.0008813,0.0008813,0.0008813
115,2968.54,0.92869,0.46564,1.02536,0.96053,0.91421,0.93705,0.68285,0.99385,0.43213,1.1528,0.0008714,0.0008714,0.0008714
116,2993.74,0.93067,0.46111,1.02493,0.96523,0.91627,0.93714,0.68767,0.99768,0.43256,1.15213,0.0008615,0.0008615,0.0008615
117,3018.83,0.9199,0.46446,1.02398,0.96725,0.91209,0.93992,0.69444,0.98293,0.42703,1.14969,0.0008516,0.0008516,0.0008516
118,3043.99,0.92301,0.46467,1.02555,0.95746,0.91901,0.93054,0.68095,0.98091,0.43779,1.15547,0.0008417,0.0008417,0.0008417
119,3069.13,0.94239,0.47142,1.0273,0.96978,0.90309,0.93443,0.68846,0.96893,0.43075,1.13601,0.0008318,0.0008318,0.0008318
