epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,728.001,1.02858,0.47864,0.89993,0.9661,0.89568,0.94058,0.63844,1.07755,0.48589,0.92875,0.0002279,0.0002279,0.0002279
181,732.02,1.0439,0.49039,0.90498,0.96325,0.90117,0.94118,0.63647,1.08125,0.48157,0.9278,0.000218,0.000218,0.000218
182,736.018,1.02152,0.47972,0.89677,0.96317,0.89224,0.93594,0.6286,1.09115,0.49658,0.93162,0.0002081,0.0002081,0.0002081
183,740.024,1.04973,0.49037,0.91443,0.95047,0.90117,0.93698,0.6322,1.08416,0.49114,0.93007,0.0001982,0.0001982,0.0001982
184,744.017,1.0193,0.48256,0.904,0.95134,0.899,0.93784,0.6326,1.07871,0.49655,0.92875,0.0001883,0.0001883,0.0001883
185,748.033,1.01862,0.4792,0.90075,0.96123,0.90199,0.9407,0.64259,1.07846,0.48767,0.92918,0.0001784,0.0001784,0.0001784
186,752.111,1.00945,0.47422,0.90034,0.94842,0.9046,0.93872,0.63647,1.07995,0.49017,0.93138,0.0001685,0.0001685,0.0001685
187,756.112,1.00998,0.46915,0.89914,0.95911,0.90144,0.94077,0.64286,1.07111,0.48268,0.92879,0.0001586,0.0001586,0.0001586
188,760.189,1.01021,0.47443,0.90228,0.94101,0.91078,0.93881,0.64082,1.0735,0.48665,0.92849,0.0001487,0.0001487,0.0001487
189,764.19,1.00148,0.4825,0.90268,0.9471,0.89911,0.93632,0.63588,1.07737,0.48935,0.92691,0.0001388,0.0001388,0.0001388
190,768.189,1.00206,0.47224,0.8982,0.9635,0.88771,0.93828,0.63627,1.07717,0.49054,0.92612,0.0001289,0.0001289,0.0001289
191,772.491,1.00201,0.45936,0.9026,0.95832,0.90597,0.93762,0.63549,1.07361,0.48093,0.92683,0.000119,0.000119,0.000119
192,776.524,0.99325,0.4531,0.90924,0.96247,0.90117,0.93793,0.63714,1.06787,0.47986,0.92401,0.0001091,0.0001091,0.0001091
193,780.557,0.96336,0.43992,0.90563,0.96677,0.89865,0.94091,0.63905,1.07536,0.47725,0.92543,9.92e-05,9.92e-05,9.92e-05
194,784.585,0.95287,0.43884,0.91362,0.96474,0.90132,0.94038,0.64011,1.07159,0.48296,0.9246,8.93e-05,8.93e-05,8.93e-05
195,788.628,0.9559,0.43526,0.90368,0.96496,0.90185,0.94137,0.64172,1.07106,0.48094,0.92497,7.94e-05,7.94e-05,7.94e-05
196,792.702,0.94599,0.43535,0.90172,0.96295,0.9046,0.94297,0.64234,1.07234,0.47986,0.92524,6.95e-05,6.95e-05,6.95e-05
197,796.841,0.95201,0.43587,0.89559,0.97096,0.89705,0.94289,0.64557,1.06651,0.47894,0.9229,5.96e-05,5.96e-05,5.96e-05
198,801.055,0.96475,0.43451,0.89951,0.97021,0.89774,0.94336,0.64373,1.06818,0.48074,0.92365,4.97e-05,4.97e-05,4.97e-05
199,805.116,0.95445,0.43099,0.89021,0.96881,0.89842,0.94322,0.64317,1.07215,0.47892,0.92427,3.98e-05,3.98e-05,3.98e-05
200,809.136,0.96363,0.44194,0.90691,0.96476,0.90205,0.94372,0.64532,1.06697,0.47629,0.92366,2.99e-05,2.99e-05,2.99e-05
