epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,530.515,1.14109,0.54591,0.93923,0.9473,0.90048,0.93504,0.6041,1.16353,0.52696,0.96438,0.000713,0.000713,0.000713
132,534.586,1.15195,0.53262,0.93884,0.9171,0.90597,0.92374,0.58936,1.19311,0.55851,0.97263,0.0007031,0.0007031,0.0007031
133,538.591,1.1446,0.53148,0.92307,0.93914,0.90023,0.92933,0.59944,1.19516,0.55133,0.96613,0.0006932,0.0006932,0.0006932
134,542.594,1.14016,0.53922,0.92755,0.94495,0.90323,0.93074,0.60295,1.18132,0.55097,0.95706,0.0006833,0.0006833,0.0006833
135,546.604,1.1305,0.53765,0.93579,0.92815,0.89568,0.93022,0.59783,1.19211,0.57486,0.95994,0.0006734,0.0006734,0.0006734
136,550.625,1.13285,0.53871,0.92766,0.93465,0.90315,0.93446,0.61115,1.16399,0.54125,0.95676,0.0006635,0.0006635,0.0006635
137,554.688,1.14084,0.54071,0.92792,0.9452,0.88538,0.93153,0.60406,1.16656,0.54824,0.95484,0.0006536,0.0006536,0.0006536
138,558.705,1.14693,0.55081,0.9295,0.95033,0.89288,0.93408,0.60956,1.16136,0.53854,0.95509,0.0006437,0.0006437,0.0006437
139,562.714,1.15509,0.5453,0.92916,0.93763,0.8943,0.92798,0.59718,1.18351,0.54265,0.9565,0.0006338,0.0006338,0.0006338
140,566.754,1.12822,0.53482,0.92297,0.94233,0.89727,0.93278,0.60726,1.1704,0.53822,0.95147,0.0006239,0.0006239,0.0006239
141,570.77,1.13214,0.53095,0.92883,0.93498,0.89818,0.93449,0.6126,1.16211,0.52609,0.95403,0.000614,0.000614,0.000614
142,574.868,1.1283,0.52735,0.92926,0.93457,0.8943,0.93352,0.61308,1.16754,0.54157,0.96068,0.0006041,0.0006041,0.0006041
143,578.948,1.13624,0.52678,0.9365,0.94602,0.90207,0.93308,0.60895,1.167,0.52903,0.96296,0.0005942,0.0005942,0.0005942
144,582.946,1.13149,0.53958,0.92892,0.94076,0.89369,0.92573,0.6037,1.17487,0.55554,0.9629,0.0005843,0.0005843,0.0005843
145,586.965,1.10941,0.52424,0.92665,0.9293,0.91118,0.93006,0.60471,1.16357,0.55517,0.95453,0.0005744,0.0005744,0.0005744
146,590.971,1.12235,0.53436,0.92151,0.94051,0.89842,0.93551,0.61124,1.15207,0.54749,0.95673,0.0005645,0.0005645,0.0005645
147,594.979,1.13237,0.53143,0.93819,0.94481,0.89302,0.93215,0.61124,1.1331,0.53605,0.94788,0.0005546,0.0005546,0.0005546
148,598.979,1.12131,0.52685,0.92358,0.95229,0.89293,0.93573,0.61169,1.14181,0.52714,0.94874,0.0005447,0.0005447,0.0005447
149,602.976,1.11149,0.52221,0.92325,0.95341,0.89293,0.93214,0.61853,1.13472,0.52754,0.94728,0.0005348,0.0005348,0.0005348
150,607.059,1.09283,0.5099,0.92648,0.94857,0.89879,0.93501,0.6137,1.15442,0.53399,0.95418,0.0005249,0.0005249,0.0005249
151,611.077,1.10109,0.5265,0.93451,0.95225,0.9034,0.93626,0.61449,1.14196,0.52925,0.94908,0.000515,0.000515,0.000515
152,615.074,1.10372,0.51428,0.92369,0.95635,0.89499,0.93277,0.61471,1.14856,0.5351,0.94789,0.0005051,0.0005051,0.0005051
153,619.099,1.10404,0.51654,0.92454,0.95389,0.90048,0.93704,0.62467,1.14346,0.531,0.94594,0.0004952,0.0004952,0.0004952
154,623.17,1.10522,0.51279,0.91278,0.95623,0.89961,0.93303,0.61406,1.14292,0.52058,0.94622,0.0004853,0.0004853,0.0004853
155,627.175,1.09676,0.51824,0.91682,0.9542,0.89362,0.93634,0.62027,1.12749,0.51584,0.94418,0.0004754,0.0004754,0.0004754
156,631.167,1.08642,0.51019,0.91564,0.94921,0.89979,0.9355,0.6197,1.13133,0.52465,0.94284,0.0004655,0.0004655,0.0004655
157,635.164,1.08656,0.51349,0.91976,0.94532,0.90178,0.9369,0.62473,1.12305,0.51207,0.9448,0.0004556,0.0004556,0.0004556
158,639.249,1.05987,0.50026,0.91688,0.95457,0.89419,0.93801,0.62261,1.13221,0.51286,0.94296,0.0004457,0.0004457,0.0004457
159,643.266,1.08186,0.5081,0.9149,0.95232,0.90475,0.93842,0.62256,1.12841,0.50844,0.93838,0.0004358,0.0004358,0.0004358
160,647.264,1.08606,0.50747,0.92188,0.94963,0.8929,0.93735,0.62518,1.11486,0.51331,0.93829,0.0004259,0.0004259,0.0004259
