epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,254.541,1.27818,0.60925,0.98039,0.91798,0.90177,0.93235,0.57211,1.2462,0.54959,0.98066,0.0007724,0.0007724,0.0007724
64,258.58,1.26354,0.59854,0.98448,0.91294,0.90431,0.93528,0.56912,1.23693,0.55447,0.97887,0.0007526,0.0007526,0.0007526
65,262.611,1.26002,0.60336,0.96878,0.92793,0.89752,0.93832,0.58507,1.23816,0.55395,0.97884,0.0007328,0.0007328,0.0007328
66,266.71,1.26345,0.58632,0.96597,0.92066,0.88247,0.93347,0.56887,1.2557,0.56565,0.98023,0.000713,0.000713,0.000713
67,270.724,1.25759,0.59131,0.97758,0.93009,0.8948,0.93833,0.56631,1.25975,0.54785,0.97986,0.0006932,0.0006932,0.0006932
68,274.756,1.27066,0.58608,0.98186,0.92902,0.89797,0.93681,0.57136,1.25119,0.54743,0.97909,0.0006734,0.0006734,0.0006734
69,278.772,1.27229,0.59352,0.97868,0.92511,0.90051,0.93913,0.5802,1.23801,0.54463,0.97467,0.0006536,0.0006536,0.0006536
70,282.793,1.23367,0.56948,0.96573,0.93654,0.89787,0.93841,0.58277,1.22673,0.54017,0.97161,0.0006338,0.0006338,0.0006338
71,286.816,1.24463,0.57286,0.95288,0.93838,0.88777,0.93213,0.5665,1.23263,0.54215,0.97513,0.000614,0.000614,0.000614
72,290.824,1.26597,0.59647,0.96651,0.93419,0.8929,0.93675,0.57639,1.23571,0.53939,0.97215,0.0005942,0.0005942,0.0005942
73,294.842,1.25366,0.58127,0.97056,0.9406,0.89304,0.93631,0.57592,1.24238,0.54761,0.97619,0.0005744,0.0005744,0.0005744
74,298.845,1.20882,0.57049,0.96942,0.94039,0.89968,0.94029,0.58685,1.22568,0.5323,0.97115,0.0005546,0.0005546,0.0005546
75,302.964,1.21511,0.57211,0.96724,0.94598,0.90241,0.94114,0.58149,1.2296,0.53722,0.97462,0.0005348,0.0005348,0.0005348
76,306.971,1.22777,0.57528,0.96796,0.94305,0.90245,0.94192,0.58333,1.23502,0.52941,0.97408,0.000515,0.000515,0.000515
77,310.991,1.2345,0.56166,0.9565,0.94486,0.91219,0.94381,0.59219,1.20553,0.5126,0.96635,0.0004952,0.0004952,0.0004952
78,315.089,1.2353,0.5652,0.9611,0.93601,0.91065,0.94202,0.58703,1.20677,0.51722,0.96751,0.0004754,0.0004754,0.0004754
79,319.102,1.22849,0.57726,0.95962,0.93202,0.91232,0.9399,0.57996,1.2102,0.51802,0.96842,0.0004556,0.0004556,0.0004556
80,323.14,1.21652,0.55904,0.94923,0.94859,0.90034,0.94223,0.58723,1.20486,0.51489,0.96555,0.0004358,0.0004358,0.0004358
81,327.138,1.20354,0.5524,0.95672,0.94008,0.91445,0.94572,0.59996,1.19723,0.50758,0.96569,0.000416,0.000416,0.000416
82,331.217,1.2043,0.54993,0.94913,0.93009,0.91255,0.94438,0.59949,1.20043,0.512,0.96671,0.0003962,0.0003962,0.0003962
83,335.224,1.18485,0.54865,0.9576,0.93257,0.91148,0.94312,0.6047,1.1895,0.50489,0.96328,0.0003764,0.0003764,0.0003764
84,339.332,1.21426,0.55009,0.95589,0.94694,0.90241,0.9441,0.58982,1.20825,0.51392,0.96648,0.0003566,0.0003566,0.0003566
85,343.349,1.17173,0.54321,0.96142,0.93533,0.91635,0.94507,0.59772,1.18867,0.50801,0.96113,0.0003368,0.0003368,0.0003368
86,347.367,1.18678,0.5433,0.95261,0.93009,0.91825,0.94481,0.60339,1.18821,0.50258,0.96278,0.000317,0.000317,0.000317
87,351.378,1.16942,0.532,0.93877,0.934,0.90684,0.94326,0.60328,1.18201,0.50122,0.96006,0.0002972,0.0002972,0.0002972
88,355.377,1.17602,0.537,0.94696,0.94379,0.90451,0.94356,0.5993,1.19627,0.50362,0.96326,0.0002774,0.0002774,0.0002774
89,359.389,1.18161,0.53927,0.94554,0.94521,0.90494,0.943,0.60491,1.17692,0.49528,0.95973,0.0002576,0.0002576,0.0002576
90,363.479,1.18396,0.53473,0.94755,0.93913,0.90926,0.9458,0.60943,1.17262,0.49481,0.95737,0.0002378,0.0002378,0.0002378
91,367.844,1.16766,0.52261,0.96774,0.95481,0.90051,0.94555,0.6063,1.16947,0.49133,0.95746,0.000218,0.000218,0.000218
92,371.857,1.14083,0.49955,0.95221,0.96091,0.88782,0.94638,0.6068,1.17548,0.49659,0.96033,0.0001982,0.0001982,0.0001982
93,375.839,1.14859,0.50077,0.9584,0.9525,0.89734,0.9444,0.60342,1.1717,0.50655,0.95671,0.0001784,0.0001784,0.0001784
94,379.817,1.13242,0.49117,0.9503,0.93403,0.91635,0.94362,0.61192,1.16356,0.50225,0.95531,0.0001586,0.0001586,0.0001586
95,383.919,1.12798,0.4874,0.94823,0.94152,0.90808,0.94539,0.61499,1.16736,0.48901,0.95609,0.0001388,0.0001388,0.0001388
96,387.979,1.11855,0.48666,0.95189,0.95237,0.90494,0.94711,0.61682,1.15708,0.48795,0.95335,0.000119,0.000119,0.000119
97,392.034,1.11404,0.48451,0.94434,0.94054,0.9122,0.94783,0.61423,1.16254,0.48681,0.95369,9.92e-05,9.92e-05,9.92e-05
98,396.033,1.09754,0.47629,0.94692,0.93724,0.91792,0.94689,0.61602,1.15601,0.48715,0.95256,7.94e-05,7.94e-05,7.94e-05
99,400.027,1.1211,0.48876,0.94375,0.93737,0.92,0.94707,0.61515,1.15832,0.4834,0.95249,5.96e-05,5.96e-05,5.96e-05
100,404.009,1.09837,0.47891,0.94517,0.9403,0.91836,0.94738,0.61612,1.15111,0.48288,0.95109,3.98e-05,3.98e-05,3.98e-05
